state_index,split,predicted_delta,teacher_delta,teacher_best_delta,bucket_group,seat,pilot_gate_label
930,test,0.639829158782959,-0.26723289489746094,0.0,natural,first,negative
949,test,-0.09410619735717773,0.0,0.0,natural,second,negative
963,test,-0.5350003242492676,0.0,0.0,natural,second,negative
973,test,-1.1651520729064941,0.0,0.0,natural,second,negative
974,test,0.029660701751708984,0.0,0.0,natural,first,negative
1009,test,-1.1651520729064941,0.0,0.0,natural,second,negative
1026,test,2.519320011138916,1.8978670835494995,1.8978670624999996,natural,first,gray
1030,test,-0.4251532554626465,0.0,0.6411954374999997,natural,first,gray
1038,test,-0.661726713180542,0.0,0.0,natural,first,negative
1075,test,1.085494041442871,1.412996530532837,1.4129965468749999,natural,second,gray
1076,test,0.619849681854248,0.0,0.4883101875,natural,first,gray
1081,test,-1.1651520729064941,0.0,0.0,natural,second,negative
1087,test,-0.6575121879577637,0.0,0.0546875,natural,second,gray
1090,test,-0.32955312728881836,0.17850065231323242,0.17850064062499982,natural,first,gray
1091,test,-0.32935094833374023,0.0,0.0,natural,second,negative
1097,test,0.04180288314819336,-0.006663322448730469,0.39518513281250023,natural,second,gray
1099,test,0.040157318115234375,0.0,0.0,natural,second,negative
1102,test,-0.4251532554626465,0.0,0.15260597656249986,natural,first,gray
1111,test,1.085494041442871,1.366121530532837,1.366121546875,natural,second,gray
1113,test,-0.3289523124694824,-0.5147838592529297,0.0,natural,second,negative
1125,test,0.10175752639770508,0.0,0.5210263203124996,natural,second,gray
1126,test,-0.32955312728881836,-0.15387630462646484,0.053687945312499874,natural,first,gray
1132,test,0.9423136711120605,0.17926692962646484,0.23276754687500034,natural,first,gray
1143,test,0.10175752639770508,0.0,0.4776744374999997,natural,second,gray
1146,test,-0.661726713180542,0.0,0.0,natural,first,negative
1166,test,0.619849681854248,0.0,0.0,natural,first,negative
1170,test,-0.6681532859802246,0.0,0.0,natural,first,negative
1173,test,0.19918441772460938,0.0,0.0,natural,second,negative
1177,test,-0.06505107879638672,0.0,0.0,natural,second,negative
1183,test,1.085494041442871,2.10429048538208,2.1042904140624996,natural,second,gray
1185,test,-0.3289523124694824,-0.171875,0.0,natural,second,negative
1187,test,0.04180288314819336,0.21794605255126953,0.7717551250000003,natural,second,gray
1188,test,-0.6681532859802246,0.0,0.0,natural,first,negative
1196,test,-0.6293210983276367,0.0,0.0,natural,first,negative
1210,test,0.6590871810913086,2.0386428833007812,2.504177000000002,natural,first,positive
1214,test,-0.6293210983276367,0.0,0.0,natural,first,negative
1215,test,0.5120959281921387,0.6415500640869141,0.6415496328125005,natural,second,gray
1223,test,0.04180288314819336,0.024970054626464844,0.43355628906249954,natural,second,gray
1228,test,0.6590871810913086,1.2297782897949219,1.2297774062499993,natural,first,gray
1238,test,0.23265695571899414,0.0,0.0,natural,first,negative
1244,test,1.5703372955322266,2.2247672080993652,2.2247677421875,natural,first,gray
1250,test,-0.6293210983276367,0.0,0.0,natural,first,negative
1254,test,-0.6140518188476562,0.0,0.0,natural,first,negative
1270,test,-0.6030924320220947,-0.0921792984008789,0.0,natural,first,negative
1273,test,0.24187755584716797,0.0,0.0,natural,second,negative
1279,test,0.36450672149658203,1.050705909729004,1.0507063281250009,natural,second,gray
1281,test,0.19918441772460938,0.0,0.0,natural,second,negative
1282,test,0.6590871810913086,1.1937808990478516,1.6171125781250026,natural,first,gray
1283,test,-1.5186767578125,0.0,0.0,natural,second,negative
1292,test,0.23265695571899414,0.0,0.0,natural,first,negative
1296,test,-0.508378267288208,0.0,0.0,natural,first,negative
1299,test,0.9162039756774902,0.3160233497619629,0.5456506796875003,natural,second,gray
1302,test,-0.5724258422851562,-0.4577975273132324,0.2281324921875001,natural,first,gray
1329,test,-0.3289341926574707,0.0,0.0,natural,second,negative
1335,test,0.9162039756774902,0.6534934043884277,0.8061825703125001,natural,second,gray
1347,test,-0.3289341926574707,0.0,0.0,natural,second,negative
1349,test,-0.28277063369750977,0.0,0.0,natural,second,negative
1359,test,0.7547626495361328,1.4496307373046875,1.4496308203124997,natural,second,gray
1361,test,-0.5369343757629395,0.0,0.0,natural,second,negative
1367,test,-0.28277063369750977,0.0,0.12653253124999997,natural,second,gray
1371,test,0.9162039756774902,0.39644694328308105,0.8889426249999999,natural,second,gray
1374,test,1.482668399810791,1.8070237636566162,1.8246018828125,natural,first,gray
1378,test,-0.05453920364379883,0.0,0.31321175781249977,natural,first,gray
1389,test,0.9162039756774902,0.3871021270751953,0.41245504687500034,natural,second,gray
1399,test,2.609344482421875,2.9633946418762207,3.1504740703125,natural,second,positive
1407,test,0.9162039756774902,0.7639799118041992,0.7639800859374999,natural,second,gray
1415,test,-0.04947996139526367,0.0,0.0,natural,second,negative
1417,test,2.609344482421875,2.1096084117889404,2.2478595703124995,natural,second,gray
1431,test,0.7547626495361328,0.12088966369628906,0.1208893984374999,natural,second,gray
1434,test,-0.1617131233215332,0.0,0.0,natural,first,negative
1441,test,0.36450672149658203,1.243682861328125,1.243682570312501,natural,second,gray
1449,test,0.7547626495361328,1.6921639442443848,1.8706646328124998,natural,second,gray
1456,test,0.626854419708252,1.095049262046814,1.3247891875,natural,first,gray
1460,test,3.9820170402526855,5.223859786987305,5.22386015625,natural,first,positive
1468,test,-0.05453920364379883,0.0,0.0,natural,first,negative
1475,test,1.9605989456176758,0.0,0.0,natural,second,negative
1496,test,1.8431754112243652,2.1866588592529297,2.1866588124999997,natural,first,gray
1499,test,-0.3386683464050293,0.8415722846984863,0.841572109374999,natural,second,gray
1502,test,-0.09416675567626953,0.0,0.0,natural,first,negative
1503,test,0.7547626495361328,0.9719562530517578,1.2978745546874997,natural,second,gray
1504,test,-0.05453920364379883,0.0,0.2124904453125005,natural,first,gray
1518,test,0.8215861320495605,0.0,0.0,natural,first,negative
1534,test,0.951932430267334,0.9576015472412109,1.0696960781250002,natural,first,gray
1535,test,-0.3386683464050293,0.7849693298339844,0.7849689453125013,natural,second,gray
1547,test,1.9605989456176758,0.0,0.0,natural,second,negative
1548,test,2.6826796531677246,2.5308754444122314,2.530875390625,natural,first,positive
1562,test,1.3378815650939941,2.052051544189453,2.0520515546875,natural,first,gray
1565,test,1.9605989456176758,0.0,0.0,natural,second,negative
1569,test,-0.15811586380004883,0.0,0.0,natural,second,negative
1573,test,-0.6813583374023438,0.0,0.0,natural,second,negative
1576,test,-0.8974800109863281,0.0,0.0,natural,first,negative
1579,test,10.559186935424805,14.267695426940918,14.2676956640625,natural,second,positive
1581,test,0.6829104423522949,0.9064831733703613,0.9064832890624999,natural,second,gray
1583,test,1.9605989456176758,0.0,0.0,natural,second,negative
1603,test,-0.9520623683929443,0.0,0.0,natural,second,negative
1614,test,0.49753808975219727,1.019035816192627,1.2681945468749998,natural,first,gray
1617,test,-0.0853734016418457,0.0,0.0,natural,second,negative
1623,test,-0.15811586380004883,0.0,0.7323384296875002,natural,second,gray
1624,test,0.951932430267334,1.2646255493164062,1.2720548125000004,natural,first,gray
1625,test,-0.3386683464050293,0.5220251083374023,0.5220258750000006,natural,second,gray
1648,test,-0.8974800109863281,0.0,0.0,natural,first,negative
1650,test,0.49753808975219727,0.6624176502227783,0.8038088515625001,natural,first,gray
1657,test,-0.5562474727630615,0.0,0.0,natural,second,negative
1659,test,0.11178874969482422,-0.4206514358520508,0.0,natural,second,negative
1684,test,-0.8974800109863281,0.0,0.4920751171875004,natural,first,gray
1688,test,-0.9904434680938721,-1.750737190246582,0.0,natural,first,negative
1695,test,0.11178874969482422,-0.43784618377685547,0.0,natural,second,negative
1698,test,4.475438594818115,4.297537803649902,4.29753740625,natural,first,positive
1702,test,-0.8974800109863281,0.0,0.14445632812500087,natural,first,gray
1708,test,-0.5471842288970947,-0.5596683025360107,0.0,natural,first,negative
1715,test,0.420529842376709,0.7389726638793945,0.7389725937500007,natural,second,gray
1726,test,-0.5471842288970947,0.20706868171691895,0.2070687109375,natural,first,gray
1728,test,-0.2639498710632324,0.0,0.1289147734374998,natural,first,gray
1733,test,0.420529842376709,0.042548179626464844,0.09022688281249991,natural,second,gray
1739,test,3.2013731002807617,4.50659704208374,4.506596703125,natural,second,positive
1741,test,10.559186935424805,11.3251314163208,11.325131492187499,natural,second,positive
1743,test,-0.0853734016418457,0.0,0.0,natural,second,negative
1761,test,-0.0853734016418457,0.0,0.0,natural,second,negative
1769,test,0.420529842376709,0.0062427520751953125,0.006242507812499909,natural,second,negative
1773,test,0.3816204071044922,0.3984375,0.8337970703124999,natural,second,gray
1781,test,0.10403776168823242,0.0,0.0,natural,second,negative
1789,test,1.0686593055725098,0.5827226638793945,0.5827225937499998,natural,second,gray
1794,test,0.36789703369140625,1.328125,1.4003906250000002,natural,first,gray
1795,test,-1.485978603363037,0.0,0.0,natural,second,negative
1797,test,0.6352076530456543,2.3078274726867676,2.307827484375,natural,second,gray
1801,test,-0.5562474727630615,0.0,0.0,natural,second,negative
1808,test,-0.45299386978149414,0.0,0.0,natural,first,negative
1812,test,0.36789703369140625,1.314453125,1.314453125,natural,first,gray
1819,test,0.5935382843017578,2.4325108528137207,2.4325107499999996,natural,second,positive
1823,test,0.420529842376709,0.27730655670166016,0.27730628906249954,natural,second,gray
1828,test,0.3623237609863281,-0.13361620903015137,0.0,natural,first,negative
1835,test,-0.29045629501342773,-0.31158387660980225,0.0,natural,second,negative
1841,test,0.420529842376709,-0.03010082244873047,0.0,natural,second,negative
1843,test,1.0686593055725098,0.35466504096984863,0.3546650234374997,natural,second,gray
1848,test,0.36789703369140625,0.5973854064941406,0.7329173906249999,natural,first,gray
1851,test,0.6352076530456543,1.980926513671875,1.9809268046875,natural,second,gray
1855,test,0.5935382843017578,2.1157212257385254,2.1157213671874997,natural,second,positive
1869,test,0.6352076530456543,0.21077919006347656,0.21077913281250016,natural,second,gray
1885,test,-1.485978603363037,0.0,0.0,natural,second,negative
1897,test,-0.7121200561523438,0.0,0.0,natural,second,negative
1907,test,-0.29045629501342773,-0.8521414995193481,0.0,natural,second,negative
1913,test,4.723097324371338,5.118961811065674,5.11896184375,natural,second,positive
1920,test,0.36789703369140625,1.3203125,1.4964768828125,natural,first,gray
1939,test,-0.9123737812042236,0.0,0.0,natural,second,negative
1940,test,-0.8493692874908447,0.0,0.0,natural,first,negative
1941,test,0.6352076530456543,0.984870433807373,0.9848705156250004,natural,second,gray
1947,test,0.8747467994689941,0.0,0.0,natural,second,negative
1960,test,-0.6158292293548584,0.0,0.0,natural,first,negative
1961,test,-0.29045629501342773,-1.087245225906372,0.0,natural,second,negative
1964,test,1.4238166809082031,2.300210952758789,2.3002108124999996,natural,first,gray
1967,test,4.723097324371338,4.745569229125977,4.8498511875000005,natural,second,positive
1981,test,0.5935382843017578,1.599863052368164,1.5998630781249998,natural,second,gray
1992,test,-0.2021474838256836,0.6354947090148926,0.6354944296875011,natural,first,gray
1998,test,-0.2043323516845703,0.06093001365661621,0.06093000781249991,natural,first,gray
2021,test,4.723097324371338,3.8246102333068848,3.8777279140624996,natural,second,positive
2022,test,-0.07947969436645508,0.0,0.0,natural,first,negative
2024,test,0.1556682586669922,-0.09608626365661621,0.0,natural,first,negative
2027,test,0.5158376693725586,0.6021788716316223,0.6021789218749999,natural,second,gray
2044,test,-0.6021883487701416,0.0,0.0,natural,first,negative
2045,test,0.5158376693725586,0.33115261793136597,0.3311526015625,natural,second,gray
2049,test,0.965916633605957,0.9642734527587891,0.9642733124999996,natural,second,gray
2056,test,-0.0314030647277832,0.0,0.8545901015624988,natural,first,gray
2057,test,2.8037185668945312,2.777848243713379,3.0481453046875,natural,second,positive
2062,test,-0.6021883487701416,0.0,0.0,natural,first,negative
2080,test,-0.6021883487701416,0.0,0.0,natural,first,negative
2082,test,-0.2021474838256836,-0.5135965347290039,0.0,natural,first,negative
2083,test,-0.9123737812042236,0.0,0.0,natural,second,negative
2094,test,-0.7126073837280273,0.0,0.0,natural,first,negative
2103,test,0.965916633605957,0.7846231460571289,0.7846232734375,natural,second,gray
2115,test,0.4387202262878418,0.0,0.0,natural,second,negative
2122,test,0.02012348175048828,-1.2455244064331055,0.0,natural,first,negative
2123,test,-0.8250546455383301,-0.3175182342529297,0.0,natural,second,negative
2126,test,-0.09622573852539062,0.0007662773132324219,0.0007662656249998179,natural,first,negative
2152,test,3.123995780944824,2.8309478759765625,3.3142113125,natural,first,positive
2164,test,-0.0314030647277832,0.0,0.0,natural,first,negative
2171,test,0.1560988426208496,0.0,0.028193460937501413,natural,second,negative
2174,test,-0.9676153659820557,0.0,0.0,natural,first,negative
2186,test,-0.6294803619384766,-0.14372730255126953,0.0,natural,first,negative
2192,test,-0.9676153659820557,0.0,0.0,natural,first,negative
2196,test,0.4515557289123535,-1.3818588256835938,0.0,natural,first,negative
2197,test,-0.5108590126037598,0.0,0.0,natural,second,negative
2210,test,-0.9676153659820557,0.0,0.0,natural,first,negative
2213,test,-0.45845532417297363,0.0,0.0,natural,second,negative
2214,test,0.4515557289123535,-0.11052438616752625,0.0,natural,first,negative
2216,test,-0.022855758666992188,0.0,0.0,natural,first,negative
2226,test,-0.0485997200012207,-0.3382737636566162,0.0,natural,first,negative
2239,test,-1.1989812850952148,0.0,0.0,natural,second,negative
2242,test,3.123995780944824,3.896017551422119,3.9686665546875,natural,first,positive
2243,test,0.1560988426208496,0.0,0.0,natural,second,negative
2246,test,-0.9676153659820557,0.0,0.0,natural,first,negative
2247,test,0.5887212753295898,0.13924217224121094,0.1618011640625001,natural,second,gray
2257,test,-1.1989812850952148,0.0,0.0,natural,second,negative
2258,test,-0.9650168418884277,0.0,0.0,natural,first,negative
2272,test,-0.29356813430786133,0.0,0.0,natural,first,negative
2273,test,-0.7749457359313965,-0.3592338562011719,0.0,natural,second,negative
2280,test,-0.0485997200012207,0.556145191192627,0.5561451093750001,natural,first,gray
2287,test,-0.5108590126037598,0.0,0.0,natural,second,negative
2289,test,-1.1641364097595215,0.0,0.0,natural,second,negative
2295,test,0.5706667900085449,1.5505943298339844,2.3699903359374996,natural,second,gray
2300,test,-0.9676153659820557,0.0,0.0,natural,first,negative
2305,test,-0.5108590126037598,0.0,0.0,natural,second,negative
2306,test,-0.022855758666992188,0.0,0.0,natural,first,negative
2307,test,-1.1641364097595215,0.0,0.0,natural,second,negative
2315,test,-0.6857161521911621,0.0,0.0,natural,second,negative
2316,test,0.9851703643798828,0.0,0.0,natural,first,negative
2318,test,-0.41285037994384766,0.0,0.0,natural,first,negative
2324,test,-0.022855758666992188,0.0,0.0,natural,first,negative
2331,test,0.5706667900085449,0.8092851638793945,0.8092850937499989,natural,second,gray
2336,test,-0.41285037994384766,0.0,0.08770332031249994,natural,first,gray
2347,test,-1.1989812850952148,0.0,0.0,natural,second,negative
2348,test,-0.9650168418884277,0.0,0.0,natural,first,negative
2359,test,1.054499626159668,0.998084545135498,1.1367562109374996,natural,second,gray
2362,test,-0.29356813430786133,0.0,0.0,natural,first,negative
2364,test,-0.5464029312133789,0.0,0.1295975937499998,natural,first,gray
2375,test,0.6579504013061523,0.0,0.0,natural,second,negative
2377,test,1.054499626159668,0.6992559432983398,0.9355843359375005,natural,second,gray
2380,test,-0.29356813430786133,0.0,0.0,natural,first,negative
2381,test,-0.7749457359313965,0.015344619750976562,0.01534572656249722,natural,second,negative
2391,test,-0.2843165397644043,0.0,0.0,natural,second,negative
2402,test,-0.9650168418884277,0.0,0.0,natural,first,negative
2408,test,-0.41285037994384766,0.0,0.0,natural,first,negative
2418,test,-0.16721868515014648,0.0,0.0,natural,first,negative
2432,test,-0.7117137908935547,0.0,0.0,natural,first,negative
2439,test,0.5000157356262207,0.9393032789230347,0.93930328125,natural,second,gray
2440,test,0.15580224990844727,1.0339694023132324,1.2964169453125,natural,first,gray
2445,test,-0.2843165397644043,0.0,0.0,natural,second,negative
2458,test,0.7353529930114746,-0.036342620849609375,1.0763677031249994,natural,first,gray
2468,test,-0.7117137908935547,0.0,0.0,natural,first,negative
2481,test,-0.2843165397644043,0.0,0.0,natural,second,negative
2486,test,-0.7117137908935547,0.0,0.0,natural,first,negative
2507,test,-1.1811609268188477,0.0,0.0,natural,second,negative
2509,test,-1.5276026725769043,-0.11642074584960938,0.0,natural,second,negative
2512,test,0.7353529930114746,-0.103515625,0.4867112578125008,natural,first,gray
2538,test,-0.913001537322998,0.0,0.0,natural,first,negative
2547,test,0.5000157356262207,1.845057725906372,1.845057765625,natural,second,gray
2551,test,-0.9011790752410889,-2.064995288848877,0.0,natural,second,negative
2573,test,0.3309803009033203,0.3949143886566162,0.3949143828124999,natural,second,gray
2574,test,-0.913001537322998,0.0,0.0,natural,first,negative
2582,test,-0.6391787528991699,0.0,0.0,natural,first,negative
2599,test,0.5367937088012695,1.303425669670105,1.30342571875,natural,second,gray
2603,test,-0.8421881198883057,0.0,0.0,natural,second,negative
2609,test,0.3309803009033203,0.46832919120788574,0.5710787656249998,natural,second,gray
2613,test,0.3630814552307129,0.8006401062011719,0.8006399296875006,natural,second,gray
2621,test,-0.8421881198883057,0.0,0.0,natural,second,negative
2624,test,1.90901517868042,2.3056869506835938,2.3056870546874997,natural,first,gray
2649,test,0.3630814552307129,0.687779426574707,0.687779273437501,natural,second,gray
2657,test,-0.46152281761169434,-0.01953125,0.0,natural,second,negative
2669,test,0.2687411308288574,0.0,0.0,natural,second,negative
2672,test,-0.38873910903930664,0.0,0.0,natural,first,negative
2673,test,-0.05069541931152344,0.0,0.12147688281250169,natural,second,gray
2684,test,-0.04203176498413086,0.0,0.0,natural,first,negative
2690,test,-0.38873910903930664,0.0,0.0,natural,first,negative
2699,test,0.15334177017211914,0.0,0.0,natural,second,negative
2705,test,0.2687411308288574,0.0,0.0,natural,second,negative
2711,test,-0.46152281761169434,-0.25153252482414246,0.0,natural,second,negative
2718,test,-0.20767450332641602,0.16298770904541016,0.1629880234375003,natural,first,gray
