state_index,split,c1e_split,run_bucket,bucket_group,source_bucket,source_group,position,seat,actual_high_regret,actual_low_margin,actual_teacher_disagreement,candidate_is_baseline,candidate_action_local_index,candidate_action_original_index,baseline_action_local_index,baseline_action_original_index,actual_delta_candidate_vs_baseline,candidate_loss,gain_stderr_proxy,teacher_delta_lcb_196,teacher_delta_lcb_164,high_mc_label_source,high_mc_delta_candidate_vs_baseline,high_mc_lower95_candidate_vs_baseline,high_mc_diagnosis,predicted_delta_vs_baseline,gate_probability,predicted_EV_margin_top1_top2,reference_margin_raw,safe_lcb196_label,safe_lcb164_label,safe_lcb196_gate_label_id,safe_lcb164_gate_label_id,hard_negative_label,gray_label,current_proxy_m2p5_g0p9_fired,stage8b_gate_weight,stage8b_priority_score,hard_negative_source,replay_ready
27,train,unbiased,natural,natural,natural,policy_on_distribution,second,second,False,False,False,1,0,21,0,21,0.0,0.0,1.0608740248891655,-2.079313088782764,-1.7398334008182312,,,,,-0.9329519271850586,0.00012986379689200356,9.153249740600586,1.2120313110596959,gray,gray,1,1,0,1,0,0.15,-2.079313088782764,,1
28,train,unbiased,natural,natural,natural,policy_on_distribution,first,first,False,True,True,0,6,21,1,12,-0.3792142868041992,0.3792142868041992,0.981053246455803,-2.302078649857573,-1.988141610991716,,,,,-0.22553539276123047,0.002039093627976874,0.10184621810913086,0.19417963111553593,negative,negative,0,0,0,0,0,1.5,-2.302078649857573,,1
29,train,unbiased,natural,natural,natural,policy_on_distribution,second,second,False,False,True,0,0,12,1,20,0.6905269622802734,0.0,0.9759707579596184,-1.2223757233205785,-0.9100650807735007,,,,,-0.12714529037475586,0.0008916363158611783,0.05520439147949219,0.06185142854554293,gray,gray,1,1,0,1,0,0.15,-1.2223757233205785,,1
30,train,unbiased,natural,natural,natural,policy_on_distribution,first,first,False,True,True,1,1,20,1,20,0.0,0.0,1.0022931086195097,-1.964494492894239,-1.6437606981359958,,,,,-0.3911571502685547,0.0003514834965713528,0.03943204879760742,0.11149810668805671,gray,gray,1,1,0,1,0,0.15,-1.964494492894239,,1
31,train,unbiased,natural,natural,natural,policy_on_distribution,second,second,False,False,False,1,0,6,0,6,0.0,0.0,1.0100154227910698,-1.9796302286704968,-1.6564252933773544,,,,,-0.8179030418395996,0.00034640746272766035,0.6167802810668945,0.5086287971166952,gray,gray,1,1,0,1,0,0.15,-1.9796302286704968,,1
32,train,unbiased,natural,natural,natural,policy_on_distribution,first,first,False,False,False,1,0,13,0,13,0.0,0.0,1.0138911626864344,-1.9872266788654114,-1.6627815068057523,,,,,-0.8224048614501953,0.00013393063781226558,4.382445335388184,2.407472102942884,gray,gray,1,1,0,1,0,0.15,-1.9872266788654114,,1
33,train,unbiased,natural,natural,natural,policy_on_distribution,second,second,False,False,False,1,0,16,0,16,0.0,0.0,1.1030239079731523,-2.1619268596273784,-1.8089592090759696,,,,,-1.8450391292572021,0.00047010194109847785,5.484951019287109,1.5267136446244787,gray,gray,1,1,0,1,0,0.15,-2.1619268596273784,,1
34,test,unbiased,natural,natural,natural,policy_on_distribution,first,first,False,False,False,1,0,6,0,6,0.0,0.0,1.035090184550444,-2.0287767617188703,-1.6975479026627283,,,,,0.19272279739379883,0.0002441981140405171,3.7049968242645264,1.1418966701404774,gray,gray,1,1,0,1,0,0.15,-2.0287767617188703,,1
35,train,unbiased,natural,natural,natural,policy_on_distribution,second,second,False,False,False,1,0,11,0,11,0.0,0.0,1.0116250952293977,-1.9827851866496196,-1.6590651561762122,,,,,-0.12338685989379883,0.00033989377757400374,2.7132606506347656,0.6097184044321908,gray,gray,1,1,0,1,0,0.15,-1.9827851866496196,,1
36,train,unbiased,natural,natural,natural,policy_on_distribution,first,first,False,False,False,1,0,14,0,14,0.0,0.0,1.0084392992441564,-1.9765410265185466,-1.6538404507604165,,,,,-0.6245217323303223,0.00011071807340871835,5.167947769165039,0.6531401031362032,gray,gray,1,1,0,1,0,0.15,-1.9765410265185466,,1
37,train,unbiased,natural,natural,natural,policy_on_distribution,second,second,False,True,True,0,0,19,1,11,0.0625,0.0,0.9677905551188956,-1.8343694880330352,-1.5246765103949886,,,,,-0.6398465633392334,0.0011882466991085807,0.04474973678588867,0.009308247763914146,gray,gray,1,1,0,1,0,0.15,-1.8343694880330352,,1
38,train,unbiased,natural,natural,natural,policy_on_distribution,first,first,False,False,True,0,0,9,1,23,0.9155082702636719,0.0,1.1044093880120793,-1.2491341302400034,-0.895723126076138,,,,,0.2788214683532715,0.001974470394307409,0.8228015899658203,0.34906763441389543,gray,gray,1,1,0,1,0,0.15,-1.2491341302400034,,1
39,train,unbiased,natural,natural,natural,policy_on_distribution,second,second,False,False,False,1,0,12,0,12,0.0,0.0,0.9231789221049224,-1.8094306873256478,-1.5140134322520726,,,,,-0.3792424201965332,0.0002371097610430258,1.2603793144226074,0.03766036666641703,gray,gray,1,1,0,1,0,0.15,-1.8094306873256478,,1
40,test,unbiased,natural,natural,natural,policy_on_distribution,first,first,False,False,False,1,0,17,0,17,0.0,0.0,0.6913905585516232,-1.3551254947611815,-1.133880516024662,,,,,-0.8729822635650635,0.00162540810108469,0.7361478805541992,0.11241918783364913,gray,gray,1,1,0,1,0,0.15,-1.3551254947611815,,1
41,train,unbiased,natural,natural,natural,policy_on_distribution,second,second,False,False,False,1,0,5,0,5,0.0,0.0,0.6218777191557572,-1.2188803295452841,-1.0198794594154417,,,,,-0.38466787338256836,0.0008047033621758572,2.968447685241699,1.2620414048113275,gray,gray,1,1,0,1,0,0.15,-1.2188803295452841,,1
42,test,unbiased,natural,natural,natural,policy_on_distribution,first,first,True,True,True,0,0,5,5,6,1.9812060594558716,0.0,0.9255686673596396,0.1670914714309779,0.4632734449860627,,,,,1.0358901023864746,0.9895175830096881,0.9477353096008301,0.005262632267683642,positive,positive,2,2,0,0,0,2.0,500.167091471431,,1
43,train,unbiased,natural,natural,natural,policy_on_distribution,second,second,False,False,False,1,0,0,0,0,0.0,0.0,0.985975450456335,-1.9325118828944166,-1.6169997387483892,,,,,-0.19745683670043945,0.00015333575113154213,6.660311222076416,2.172082580238343,gray,gray,1,1,0,1,0,0.15,-1.9325118828944166,,1
44,train,unbiased,natural,natural,natural,policy_on_distribution,first,first,False,True,False,1,0,13,0,13,0.0,0.0,1.1568987071380818,-2.26752146599064,-1.8973138797064542,,,,,0.6417970657348633,0.003751897336153066,0.25701332092285156,0.01390095828313509,gray,gray,1,1,0,1,0,0.15,-2.26752146599064,,1
45,train,unbiased,natural,natural,natural,policy_on_distribution,second,second,False,False,False,1,0,21,0,21,0.0,0.0,1.103733913783167,-2.1633184710150073,-1.8101236186043939,,,,,-0.9329519271850586,0.00012986379689200356,9.153249740600586,1.2120313110596959,gray,gray,1,1,0,1,0,0.15,-2.1633184710150073,,1
46,train,unbiased,natural,natural,natural,policy_on_distribution,first,first,False,True,False,0,1,21,0,12,-0.20971345901489258,0.20971345901489258,0.9551064210722063,-2.0817220443164173,-1.7760879895733108,,,,,-0.22553539276123047,0.002039093627976874,0.10184621810913086,0.19417963111553593,gray,gray,1,1,0,1,0,0.15,-2.0817220443164173,,1
47,train,unbiased,natural,natural,natural,policy_on_distribution,second,second,False,False,False,0,1,12,0,20,-0.5190353393554688,0.5190353393554688,0.9407646927823173,-2.3629341372088106,-2.061889435518469,,,,,-0.12714529037475586,0.0008916363158611783,0.05520439147949219,0.06185142854554293,negative,negative,0,0,0,0,0,1.5,-2.3629341372088106,,1
48,test,unbiased,natural,natural,natural,policy_on_distribution,first,first,False,False,True,1,1,20,1,20,0.0,0.0,1.0163588606667473,-1.9920633669068246,-1.6668285314934654,,,,,-0.3911571502685547,0.0003514833290299098,0.03943204879760742,0.11149810668805671,gray,gray,1,1,0,1,0,0.15,-1.9920633669068246,,1
49,val,unbiased,natural,natural,natural,policy_on_distribution,second,second,False,False,False,1,0,6,0,6,0.0,0.0,1.035894936475911,-2.0303540754927853,-1.6988676958204938,,,,,-0.8179030418395996,0.00034640762785043025,0.6167802810668945,0.5086287971166952,gray,gray,1,1,0,1,0,0.15,-2.0303540754927853,,1
50,test,unbiased,natural,natural,natural,policy_on_distribution,first,first,False,False,False,1,0,13,0,13,0.0,0.0,1.0502957559688104,-2.0585796816988684,-1.722485039788849,,,,,-0.8224048614501953,0.0001339307655214295,4.382445335388184,2.407472102942884,gray,gray,1,1,0,1,0,0.15,-2.0585796816988684,,1
51,train,unbiased,natural,natural,natural,policy_on_distribution,second,second,False,False,False,1,0,16,0,16,0.0,0.0,1.0858034643148742,-2.1281747900571535,-1.7807176814763936,,,,,-1.8450391292572021,0.00047010194109847785,5.484951019287109,1.5267136446244787,gray,gray,1,1,0,1,0,0.15,-2.1281747900571535,,1
52,train,unbiased,natural,natural,natural,policy_on_distribution,first,first,False,False,False,1,0,6,0,6,0.0,0.0,1.0264137500222943,-2.011770950043697,-1.6833185500365626,,,,,0.19272279739379883,0.0002441981140405171,3.7049968242645264,1.1418966701404774,gray,gray,1,1,0,1,0,0.15,-2.011770950043697,,1
53,train,unbiased,natural,natural,natural,policy_on_distribution,second,second,False,False,False,1,0,11,0,11,0.0,0.0,1.041875995748092,-2.0420769516662602,-1.708676633026871,,,,,-0.12338685989379883,0.00033989377757400374,2.7132606506347656,0.6097184044321908,gray,gray,1,1,0,1,0,0.15,-2.0420769516662602,,1
54,train,unbiased,natural,natural,natural,policy_on_distribution,first,first,False,False,False,1,0,14,0,14,0.0,0.0,1.0113052849428972,-1.9821583584880784,-1.6585406673063512,,,,,-0.6245217323303223,0.00011071817898606105,5.167947769165039,0.6531401031362032,gray,gray,1,1,0,1,0,0.15,-1.9821583584880784,,1
55,train,unbiased,natural,natural,natural,policy_on_distribution,second,second,False,True,True,0,0,19,1,11,0.24762630462646484,0.0,1.0109342886328665,-1.7338049010939534,-1.4103059287314361,,,,,-0.6398465633392334,0.0011882466991085807,0.04474973678588867,0.009308247763914146,gray,gray,1,1,0,1,0,0.15,-1.7338049010939534,,1
56,train,unbiased,natural,natural,natural,policy_on_distribution,first,first,False,False,True,0,0,9,1,23,0.29717159271240234,0.0,1.0795666645596482,-1.818779069824508,-1.4733177371654207,,,,,0.2788214683532715,0.001974470394307409,0.8228015899658203,0.34906763441389543,gray,gray,1,1,0,1,0,0.15,-1.818779069824508,,1
57,val,unbiased,natural,natural,natural,policy_on_distribution,second,second,False,False,False,1,0,12,0,12,0.0,0.0,0.9108001398161818,-1.7851682740397163,-1.493712229298538,,,,,-0.3792424201965332,0.0002371097610430258,1.2603793144226074,0.03766036666641703,gray,gray,1,1,0,1,0,0.15,-1.7851682740397163,,1
58,train,unbiased,natural,natural,natural,policy_on_distribution,first,first,False,True,True,1,1,2,1,2,0.0,0.0,1.030164566658673,-2.019122550650999,-1.6894698893202236,,,,,-0.7844493389129639,0.0006574380772499153,1.027669906616211,0.09617294316053204,gray,gray,1,1,0,1,0,0.15,-2.019122550650999,,1
59,train,unbiased,natural,natural,natural,policy_on_distribution,second,second,True,False,True,0,0,5,3,13,3.7179174423217773,0.0,1.0169138274564073,1.7247663405072189,2.0501787652932695,,,,,2.3733654022216797,0.9974037930047975,3.6595311164855957,0.15952879415858012,positive,positive,2,2,0,0,0,2.0,501.72476634050724,,1
60,train,unbiased,natural,natural,natural,policy_on_distribution,first,first,True,False,True,0,0,5,5,6,2.295276165008545,0.0,0.9521976117755356,0.42896884592849505,0.7336720816966666,,,,,1.0358901023864746,0.9895175830096881,0.9477353096008301,0.005262632267683642,positive,positive,2,2,0,0,0,2.0,500.4289688459285,,1
61,train,unbiased,natural,natural,natural,policy_on_distribution,second,second,False,False,False,1,0,0,0,0,0.0,0.0,0.9428313232159762,-1.8479493935033133,-1.5462433700742009,,,,,-0.19745683670043945,0.00015333575113154213,6.660311222076416,2.172082580238343,gray,gray,1,1,0,1,0,0.15,-1.8479493935033133,,1
62,train,unbiased,natural,natural,natural,policy_on_distribution,first,first,True,False,True,1,3,13,3,13,0.0,0.0,1.1477234225109572,-2.249537908121476,-1.8822664129179696,,,,,0.6417970657348633,0.003751897336153066,0.25701332092285156,0.01390095828313509,gray,gray,1,1,0,1,0,0.15,-2.249537908121476,,1
63,val,unbiased,natural,natural,natural,policy_on_distribution,second,second,False,False,False,1,0,21,0,21,0.0,0.0,1.1041062390429122,-2.164048228524108,-1.8107342320303759,,,,,-0.9329519271850586,0.00012986379689200356,9.153249740600586,1.2120313110596959,gray,gray,1,1,0,1,0,0.15,-2.164048228524108,,1
64,train,unbiased,natural,natural,natural,policy_on_distribution,first,first,False,True,False,0,4,21,0,12,-0.2046198844909668,0.2046198844909668,0.9815208833547504,-2.1284008158662777,-1.8143141331927575,,,,,-0.22553539276123047,0.0020390955686437322,0.10184621810913086,0.19417963111553593,gray,gray,1,1,0,1,0,0.15,-2.1284008158662777,,1
65,train,unbiased,natural,natural,natural,policy_on_distribution,second,second,False,True,False,0,1,12,0,20,-0.14763355255126953,0.14763355255126953,1.0082268914666483,-2.1237582598259,-1.8011256545565728,,,,,-0.12714529037475586,0.0008916371654340507,0.05520439147949219,0.06185142854554293,gray,gray,1,1,0,1,0,0.15,-2.1237582598259,,1
66,train,unbiased,natural,natural,natural,policy_on_distribution,first,first,False,False,True,1,1,20,1,20,0.0,0.0,1.0651396231332562,-2.087673661341182,-1.74682898193854,,,,,-0.3911571502685547,0.0003514834965713528,0.03943204879760742,0.11149810668805671,gray,gray,1,1,0,1,0,0.15,-2.087673661341182,,1
67,val,unbiased,natural,natural,natural,policy_on_distribution,second,second,False,False,False,1,0,6,0,6,0.0,0.0,1.029673893048309,-2.0181608303746854,-1.6886651845992264,,,,,-0.8179030418395996,0.00034640746272766035,0.6167802810668945,0.5086287971166952,gray,gray,1,1,0,1,0,0.15,-2.0181608303746854,,1
68,test,unbiased,natural,natural,natural,policy_on_distribution,first,first,False,False,False,1,0,13,0,13,0.0,0.0,1.083768024412889,-2.1241853278492626,-1.777379560037138,,,,,-0.8224048614501953,0.00013393063781226558,4.382445335388184,2.407472102942884,gray,gray,1,1,0,1,0,0.15,-2.1241853278492626,,1
69,test,unbiased,natural,natural,natural,policy_on_distribution,second,second,False,False,False,1,0,16,0,16,0.0,0.0,1.1063374089093818,-2.168421321462388,-1.814393350611386,,,,,-1.8450391292572021,0.00047010194109847785,5.484951019287109,1.5267136446244787,gray,gray,1,1,0,1,0,0.15,-2.168421321462388,,1
70,val,unbiased,natural,natural,natural,policy_on_distribution,first,first,False,False,False,1,0,6,0,6,0.0,0.0,1.0330963014410905,-2.0248687508245373,-1.6942779343633885,,,,,0.19272279739379883,0.0002441981140405171,3.7049968242645264,1.1418966701404774,gray,gray,1,1,0,1,0,0.15,-2.0248687508245373,,1
71,train,unbiased,natural,natural,natural,policy_on_distribution,second,second,False,False,False,1,0,11,0,11,0.0,0.0,1.02175399445093,-2.0026378291238225,-1.675676550899525,,,,,-0.12338685989379883,0.00033989377757400374,2.7132606506347656,0.6097184044321908,gray,gray,1,1,0,1,0,0.15,-2.0026378291238225,,1
72,train,unbiased,natural,natural,natural,policy_on_distribution,first,first,False,False,False,1,0,14,0,14,0.0,0.0,0.994606787856578,-1.9494293041988928,-1.6311551320847877,,,,,-0.6245217323303223,0.00011071807340871835,5.167947769165039,0.6531401031362032,gray,gray,1,1,0,1,0,0.15,-1.9494293041988928,,1
73,test,unbiased,natural,natural,natural,policy_on_distribution,second,second,False,False,False,0,1,19,0,11,-0.777268648147583,0.777268648147583,1.0207822769548012,-2.7780019109789933,-2.451351582353457,,,,,-0.6398465633392334,0.0011882455672552821,0.04474973678588867,0.009308247763914146,negative,negative,0,0,0,0,0,1.5,-2.7780019109789933,,1
74,test,unbiased,natural,natural,natural,policy_on_distribution,first,first,False,True,False,0,1,9,0,23,-0.18050336837768555,0.18050336837768555,1.101111540275841,-2.3386819873183335,-1.9863262944300646,,,,,0.2788214683532715,0.001974470394307409,0.8228015899658203,0.34906763441389543,gray,gray,1,1,0,1,0,0.15,-2.3386819873183335,,1
75,train,unbiased,natural,natural,natural,policy_on_distribution,second,second,False,False,False,1,0,12,0,12,0.0,0.0,0.9361334303443218,-1.8348215234748708,-1.5352588257646878,,,,,-0.3792424201965332,0.0002371097610430258,1.2603793144226074,0.03766036666641703,gray,gray,1,1,0,1,0,0.15,-1.8348215234748708,,1
76,train,unbiased,natural,natural,natural,policy_on_distribution,first,first,False,False,False,1,0,2,0,2,0.0,0.0,1.024888371280988,-2.0087812077107365,-1.6808169289008201,,,,,-0.7844493389129639,0.0006574380772499153,1.027669906616211,0.09617294316053204,gray,gray,1,1,0,1,0,0.15,-2.0087812077107365,,1
77,train,unbiased,natural,natural,natural,policy_on_distribution,second,second,True,False,True,0,0,5,3,13,3.8081440925598145,0.0,0.9846841770231954,1.8781631055943515,2.1932620422417743,,,,,2.3733654022216797,0.9974037930047975,3.6595311164855957,0.15952879415858012,positive,positive,2,2,0,0,0,2.0,501.87816310559435,,1
78,test,unbiased,natural,natural,natural,policy_on_distribution,first,first,False,False,False,1,0,1,0,1,0.0,0.0,1.0486555692121604,-2.0553649156558342,-1.7197951335079429,,,,,-0.3460073471069336,0.00037968451422955063,3.8102312088012695,2.9325063620647738,gray,gray,1,1,0,1,0,0.15,-2.0553649156558342,,1
79,train,unbiased,natural,natural,natural,policy_on_distribution,second,second,False,False,True,0,0,20,1,11,0.421875,0.0,1.0091907547530383,-1.5561388793159552,-1.2331978377949828,,,,,-0.007740020751953125,0.0008693487546230716,0.5630068778991699,0.030888823311796987,gray,gray,1,1,0,1,0,0.15,-1.5561388793159552,,1
80,train,unbiased,natural,natural,natural,policy_on_distribution,first,first,False,False,True,1,1,13,1,13,0.0,0.0,1.1249271193820818,-2.2048571539888804,-1.844880475786614,,,,,0.6417970657348633,0.003751897336153066,0.25701332092285156,0.01390095828313509,gray,gray,1,1,0,1,0,0.15,-2.2048571539888804,,1
81,test,unbiased,natural,natural,natural,policy_on_distribution,second,second,False,False,False,1,0,21,0,21,0.0,0.0,1.1234622635152371,-2.2019860364898647,-1.842478112164989,,,,,-0.9329519271850586,0.00012986379689200356,9.153249740600586,1.2120313110596959,gray,gray,1,1,0,1,0,0.15,-2.2019860364898647,,1
82,train,unbiased,natural,natural,natural,policy_on_distribution,first,first,False,True,False,0,1,21,0,12,-0.09405803680419922,0.09405803680419922,0.9752241328747372,-2.005497337238684,-1.693425614718768,,,,,-0.22553539276123047,0.0020390955686437322,0.10184621810913086,0.19417963111553593,gray,gray,1,1,0,1,0,0.15,-2.005497337238684,,1
